datetime,weekend,vacation,season,templeture,windspeed,humidity,rainfall,energy_usage
20181209_10,True,False,0.0,-6,0,42,0.0,123.904
20181209_11,True,False,0.0,-5,1,34,0.0,136.192
20181209_12,True,False,0.0,-4,1,31,0.0,119.552
20181209_13,True,False,0.0,-2,2,26,0.0,139.136
20181209_14,True,False,0.0,-1,2,23,0.0,143.36
20181209_15,True,False,0.0,0,1,25,0.0,141.056
20181209_16,True,False,0.0,-1,1,26,0.0,161.92
20181209_17,True,False,0.0,-2,1,29,0.0,154.112
20181209_18,True,False,0.0,-3,1,34,0.0,180.608
20181209_19,True,False,0.0,-3,1,33,0.0,210.24256959272773
20181209_20,True,False,0.0,-3,1,38,0.0,206.976
20181209_21,True,False,0.0,-4,0,42,0.0,176.64
20181209_22,True,False,0.0,-5,0,46,0.0,200.448
20181209_23,True,False,0.0,-6,0,46,0.0,164.864
20181215_0,True,False,0.0,-4,1,73,0.0,129.664
20181215_1,True,False,0.0,-5,0,74,0.0,125.44
20181215_2,True,False,0.0,-5,0,79,0.0,125.184
20181215_3,True,False,0.0,-6,0,81,0.0,121.984
20181215_4,True,False,0.0,-6,0,82,0.0,118.016
20181215_5,True,False,0.0,-7,1,85,0.0,112.768
20181215_6,True,False,0.0,-7,0,86,0.0,110.208
20181215_7,True,False,0.0,-8,0,87,0.0,159.104
20181215_8,True,False,0.0,-8,1,88,0.0,203.392
20181215_9,True,False,0.0,-6,0,86,0.0,225.024
20181215_10,True,False,0.0,-4,0,79,0.0,234.496
20181215_11,True,False,0.0,-1,0,68,0.0,257.664
20181215_12,True,False,0.0,1,0,56,0.0,229.248
20181215_13,True,False,0.0,2,1,49,0.0,235.7047918638555
20181215_14,True,False,0.0,3,1,40,0.0,256.896
20181215_15,True,False,0.0,3,0,34,0.0,252.928
20181215_16,True,False,0.0,2,1,34,0.0,242.176
20181215_17,True,False,0.0,1,0,34,0.0,187.776
20181215_18,True,False,0.0,1,0,36,0.0,119.552
20181215_19,True,False,0.0,0,0,42,0.0,116.992
20181215_20,True,False,0.0,-1,1,49,0.0,125.696
20181215_21,True,False,0.0,-1,0,45,0.0,120.576
20181215_22,True,False,0.0,-2,1,54,0.0,114.304
20181215_23,True,False,0.0,-2,0,58,0.0,123.136
20181216_0,True,False,0.0,-3,1,61,0.0,113.92
20181216_1,True,False,0.0,-3,0,62,0.0,121.728
20181216_2,True,False,0.0,-3,0,60,0.0,109.184
20181216_3,True,False,0.0,-3,0,65,0.0,107.52
20181216_4,True,False,0.0,-3,0,65,0.0,104.97884845625521
20181216_5,True,False,0.0,-3,0,68,0.0,99.84
20181216_6,True,False,0.0,-3,0,69,0.0,94.976
20181216_7,True,False,0.0,-3,0,68,0.0,93.184
20181216_8,True,False,0.0,-2,1,69,0.0,90.624
20181216_9,True,False,0.0,-2,0,68,0.0,90.24
20181216_10,True,False,0.0,-1,0,66,0.0,88.96
20181216_11,True,False,0.0,0,0,63,0.0,90.112
20181216_12,True,False,0.0,1,1,69,0.0,84.352
20181216_13,True,False,0.0,2,1,65,0.0,90.112
20181216_14,True,False,0.0,5,1,57,0.0,95.616
20181216_15,True,False,0.0,5,0,59,0.0,111.744
20181216_16,True,False,0.0,5,0,59,0.0,105.088
20181216_17,True,False,0.0,5,0,61,0.0,104.704
20181216_18,True,False,0.0,4,0,68,0.0,103.296
20181216_19,True,False,0.0,4,1,72,0.0,117.12
20181216_20,True,False,0.0,3,0,76,0.0,127.488
20181216_21,True,False,0.0,2,0,79,0.0,131.2
20181216_22,True,False,0.0,1,0,82,0.0,122.496
20181216_23,True,False,0.0,0,0,86,0.0,119.04
20181222_0,True,False,0.0,5,0,74,0.0,104.064
20181222_1,True,False,0.0,4,0,76,0.0,101.376
20181222_2,True,False,0.0,3,0,79,0.0,102.55766467279767
20181222_3,True,False,0.0,2,1,84,0.0,102.528
20181222_4,True,False,0.0,2,0,83,0.0,99.584
20181222_5,True,False,0.0,2,1,83,0.0,95.872
20181222_6,True,False,0.0,1,0,88,0.0,95.36
20181222_7,True,False,0.0,1,0,88,0.0,103.552
20181222_8,True,False,0.0,0,0,89,0.0,181.888
20181222_9,True,False,0.0,1,0,88,0.0,225.8996483554026
20181222_10,True,False,0.0,3,0,82,0.0,217.088
20181222_11,True,False,0.0,7,1,66,0.0,171.264
20181222_12,True,False,0.0,10,0,54,0.0,113.664
20181222_13,True,False,0.0,12,1,52,0.0,115.584
20181222_14,True,False,0.0,13,1,48,0.0,124.288
20181222_15,True,False,0.0,13,1,46,0.0,109.952
20181222_16,True,False,0.0,12,0,45,0.0,118.912
20181222_17,True,False,0.0,11,1,49,0.0,110.848
20181222_18,True,False,0.0,9,0,53,0.0,96.64
20181222_19,True,False,0.0,8,1,58,0.0,99.072
20181222_20,True,False,0.0,8,1,61,0.0,95.71618794646983
20181222_21,True,False,0.0,8,0,62,0.0,86.10212547750312
20181222_22,True,False,0.0,7,0,64,0.0,77.952
20181222_23,True,False,0.0,7,0,64,0.0,77.056
20181223_0,True,False,0.0,6,0,64,0.0,78.848
20181223_1,True,False,0.0,6,0,65,0.0,75.264
20181223_2,True,False,0.0,6,0,67,0.0,73.344
20181223_3,True,False,0.0,6,0,68,0.0,73.6
20181223_4,True,False,0.0,5,0,68,0.0,72.96
20181223_5,True,False,0.0,5,0,68,0.0,66.688
20181223_6,True,False,0.0,5,0,70,0.0,69.248
20181223_7,True,False,0.0,5,1,68,0.0,68.224
20181223_8,True,False,0.0,4,1,68,0.0,67.072
20181223_9,True,False,0.0,5,0,69,0.0,70.272
20181223_10,True,False,0.0,6,2,53,0.0,71.552
20181223_11,True,False,0.0,8,3,45,0.0,73.344
20181223_12,True,False,0.0,9,3,34,0.0,68.736
20181223_13,True,False,0.0,10,3,29,0.0,66.688
20181223_14,True,False,0.0,10,3,27,0.0,63.488
20181223_15,True,False,0.0,9,3,23,0.0,70.784
20181223_16,True,False,0.0,9,3,25,0.0,70.016
20181223_17,True,False,0.0,6,3,26,0.0,66.688
20181223_18,True,False,0.0,5,1,35,0.0,69.376
20181223_19,True,False,0.0,3,1,44,0.0,73.216
20181223_20,True,False,0.0,2,2,47,0.0,72.96
20181223_21,True,False,0.0,2,2,50,0.0,69.888
20181223_22,True,False,0.0,1,2,56,0.0,67.584
20181223_23,True,False,0.0,0,1,59,0.0,64.384
20181229_0,True,False,0.0,-9,1,64,0.0,131.2
20181229_1,True,False,0.0,-10,0,70,0.0,126.592
20181229_2,True,False,0.0,-10,1,70,0.0,115.2
20181229_3,True,False,0.0,-10,1,76,0.0,106.24
20181229_4,True,False,0.0,-10,0,76,0.0,102.297953020313
20181229_5,True,False,0.0,-10,0,73,0.0,98.176
20181229_6,True,False,0.0,-10,0,64,0.0,95.616
20181229_7,True,False,0.0,-10,1,63,0.0,135.552
20181229_8,True,False,0.0,-10,0,63,0.0,193.28
20181229_9,True,False,0.0,-8,1,52,0.0,241.93797974419752
20181229_10,True,False,0.0,-6,2,43,0.0,270.60779641853856
20181229_11,True,False,0.0,-5,3,38,0.0,276.736
20181229_12,True,False,0.0,-3,3,36,0.0,269.312
20181229_13,True,False,0.0,-2,2,34,0.0,285.44
20181229_14,True,False,0.0,-1,4,33,0.0,290.304
20181229_15,True,False,0.0,0,2,34,0.0,285.824
20181229_16,True,False,0.0,-1,4,37,0.0,277.632
20181229_17,True,False,0.0,-2,1,42,0.0,210.304
20181229_18,True,False,0.0,-4,1,47,0.0,154.368
20181229_19,True,False,0.0,-4,1,52,0.0,150.272
20181229_20,True,False,0.0,-5,0,57,0.0,155.93971887974408
20181229_21,True,False,0.0,-5,1,62,0.0,157.312
20181229_22,True,False,0.0,-6,0,66,0.0,153.088
20181229_23,True,False,0.0,-6,0,68,0.0,142.592
20181230_0,True,False,0.0,-5,0,66,0.0,144.896
20181230_1,True,False,0.0,-6,0,68,0.0,142.08
20181230_2,True,False,0.0,-7,2,79,0.0,135.424
20181230_3,True,False,0.0,-8,0,75,0.0,126.848
20181230_4,True,False,0.0,-8,0,73,0.0,120.832
20181230_5,True,False,0.0,-9,0,70,0.0,130.048
20181230_6,True,False,0.0,-9,0,73,0.0,124.8
20181230_7,True,False,0.0,-9,0,71,0.0,122.624
20181230_8,True,False,0.0,-10,0,76,0.0,131.712
20181230_9,True,False,0.0,-8,0,70,0.0,126.976
20181230_10,True,False,0.0,-6,1,49,0.0,124.8
20181230_11,True,False,0.0,-4,2,38,0.0,125.696
20181230_12,True,False,0.0,-3,0,33,0.0,136.576
20181230_13,True,False,0.0,-2,1,32,0.0,130.944
20181230_14,True,False,0.0,-1,1,31,0.0,134.601406436029
20181230_15,True,False,0.0,0,1,30,0.0,147.18670043214078
20181230_16,True,False,0.0,0,1,30,0.0,159.36
20181230_17,True,False,0.0,-1,0,34,0.0,160.384
20181230_18,True,False,0.0,-2,0,35,0.0,145.792
20181230_19,True,False,0.0,-3,1,41,0.0,142.976
20181230_20,True,False,0.0,-4,0,44,0.0,140.672
20181230_21,True,False,0.0,-4,0,44,0.0,128.512
20181230_22,True,False,0.0,-4,0,48,0.0,126.848
20181230_23,True,False,0.0,-5,1,49,0.0,123.52
